"ID","Amplitude"
162,3.05176e-05
163,9.15527e-05
164,3.05176e-05
165,0.0
166,-3.05176e-05
167,0.0
168,6.10352e-05
169,6.10352e-05
170,0.0
171,-3.05176e-05
172,3.05176e-05
173,6.10352e-05
174,3.05176e-05
175,-6.10352e-05
176,-6.10352e-05
177,0.0
178,3.05176e-05
179,3.05176e-05
180,3.05176e-05
181,0.0
182,0.0
183,3.05176e-05
184,0.0
185,-3.05176e-05
186,-3.05176e-05
187,3.05176e-05
188,6.10352e-05
189,6.10352e-05
190,0.0
191,-6.10352e-05
192,-6.10352e-05
193,-3.05176e-05
194,6.10352e-05
195,6.10352e-05
196,-3.05176e-05
197,-9.15527e-05
198,-3.05176e-05
199,0.0
200,-3.05176e-05
201,-9.15527e-05
202,-6.10352e-05
203,3.05176e-05
204,6.10352e-05
205,6.10352e-05
206,0.0
207,-9.15527e-05
208,-6.10352e-05
209,0.0
210,9.15527e-05
211,6.10352e-05
212,0.0
213,0.0
214,3.05176e-05
215,3.05176e-05
216,3.05176e-05
217,-3.05176e-05
218,0.0
219,3.05176e-05
220,6.10352e-05
221,6.10352e-05
222,-3.05176e-05
223,-9.15527e-05
224,-6.10352e-05
225,6.10352e-05
226,9.15527e-05
227,3.05176e-05
228,-6.10352e-05
229,-6.10352e-05
230,-3.05176e-05
231,0.0
232,3.05176e-05
233,3.05176e-05
234,3.05176e-05
235,6.10352e-05
236,6.10352e-05
237,-3.05176e-05
238,-3.05176e-05
239,0.0
240,6.10352e-05
241,3.05176e-05
242,9.15527e-05
243,0.0
244,-3.05176e-05
245,0.0
246,3.05176e-05
247,0.0
248,-3.05176e-05
249,-6.10352e-05
250,0.0
251,6.10352e-05
252,0.0
253,0.0
254,-9.15527e-05
255,-9.15527e-05
256,0.0
257,3.05176e-05
258,3.05176e-05
259,-3.05176e-05
260,-3.05176e-05
261,6.10352e-05
262,6.10352e-05
263,0.0
264,-6.10352e-05
265,-6.10352e-05
266,3.05176e-05
267,0.00012207
268,0.00012207
269,0.0
270,-9.15527e-05
271,-3.05176e-05
272,6.10352e-05
273,6.10352e-05
274,3.05176e-05
275,-3.05176e-05
276,-3.05176e-05
277,0.0
278,3.05176e-05
279,0.0
280,-6.10352e-05
281,-9.15527e-05
282,6.10352e-05
283,9.15527e-05
284,3.05176e-05
285,-9.15527e-05
286,-6.10352e-05
287,-9.15527e-05
288,3.05176e-05
289,6.10352e-05
290,3.05176e-05
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,-3.05176e-05
297,3.05176e-05
298,6.10352e-05
299,3.05176e-05
300,-3.05176e-05
301,-3.05176e-05
302,-9.15527e-05
303,0.0
304,6.10352e-05
305,3.05176e-05
306,-3.05176e-05
307,-3.05176e-05
308,3.05176e-05
309,0.0
310,-3.05176e-05
311,-6.10352e-05
312,0.0
313,0.0
314,6.10352e-05
315,6.10352e-05
316,-6.10352e-05
317,-0.00012207
318,0.0
319,6.10352e-05
320,6.10352e-05
321,0.0
322,-6.10352e-05
323,0.0
324,3.05176e-05
325,6.10352e-05
326,0.0
327,-3.05176e-05
328,-3.05176e-05
329,6.10352e-05
330,9.15527e-05
331,3.05176e-05
332,-6.10352e-05
333,-0.00012207
334,0.0
335,3.05176e-05
336,0.0
337,0.0
338,-6.10352e-05
339,-3.05176e-05
340,-3.05176e-05
341,0.0
342,-6.10352e-05
343,-6.10352e-05
344,-6.10352e-05
345,3.05176e-05
346,6.10352e-05
347,-3.05176e-05
348,-6.10352e-05
349,-9.15527e-05
350,-3.05176e-05
351,3.05176e-05
352,6.10352e-05
353,6.10352e-05
354,-6.10352e-05
355,-3.05176e-05
356,0.0
357,-3.05176e-05
358,-3.05176e-05
359,0.0
360,3.05176e-05
361,9.15527e-05
362,6.10352e-05
363,-3.05176e-05
364,-6.10352e-05
365,-6.10352e-05
366,0.0
367,6.10352e-05
368,3.05176e-05
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,-6.10352e-05
375,-3.05176e-05
376,6.10352e-05
377,0.00012207
378,6.10352e-05
379,-6.10352e-05
380,-9.15527e-05
381,-3.05176e-05
382,6.10352e-05
383,6.10352e-05
384,-3.05176e-05
385,-3.05176e-05
386,-6.10352e-05
387,0.0
388,0.0
389,-3.05176e-05
390,-3.05176e-05
391,-3.05176e-05
392,3.05176e-05
393,0.000213623
394,-0.000213623
395,-0.000213623
396,-0.00012207
397,-0.000183105
398,-3.05176e-05
399,3.05176e-05
400,0.00012207
401,-0.000244141
402,0.000396729
403,0.000152588
404,0.000213623
405,0.00012207
406,0.00012207
407,-0.000793457
408,0.00012207
409,-0.000762939
410,-0.000518799
411,0.000488281
412,0.000579834
413,6.10352e-05
414,-0.000244141
415,-0.000274658
416,-6.10352e-05
417,0.000396729
418,0.00012207
419,0.0
420,-3.05176e-05
421,-0.00012207
422,-9.15527e-05
423,-3.05176e-05
424,3.05176e-05
425,0.000152588
426,-9.15527e-05
427,-0.000213623
428,-3.05176e-05
429,0.00012207
430,0.00012207
431,0.0
432,0.0
433,-0.00012207
434,-9.15527e-05
435,-0.00012207
436,-9.15527e-05
437,3.05176e-05
438,0.000183105
439,0.000152588
440,0.0
441,-0.000152588
442,-0.000152588
443,-3.05176e-05
444,0.000152588
445,0.000152588
446,0.00012207
447,-3.05176e-05
448,-9.15527e-05
449,-9.15527e-05
450,0.0
451,3.05176e-05
452,0.0
453,3.05176e-05
454,3.05176e-05
455,0.0
456,-3.05176e-05
457,-3.05176e-05
458,-3.05176e-05
459,3.05176e-05
460,9.15527e-05
461,6.10352e-05
462,3.05176e-05
463,0.0
464,0.0
465,3.05176e-05
466,9.15527e-05
467,6.10352e-05
468,-6.10352e-05
469,-3.05176e-05
470,-6.10352e-05
471,3.05176e-05
472,3.05176e-05
473,-6.10352e-05
474,-6.10352e-05
475,-3.05176e-05
476,3.05176e-05
477,3.05176e-05
478,-3.05176e-05
479,-6.10352e-05
480,-6.10352e-05
481,-9.15527e-05
482,0.0
483,-3.05176e-05
484,-3.05176e-05
485,-3.05176e-05
486,3.05176e-05
487,3.05176e-05
488,-3.05176e-05
489,-6.10352e-05
490,0.0
491,-3.05176e-05
492,-3.05176e-05
493,6.10352e-05
494,-6.10352e-05
495,-9.15527e-05
496,-9.15527e-05
497,-3.05176e-05
498,6.10352e-05
499,0.0
500,-3.05176e-05
501,3.05176e-05
502,9.15527e-05
503,6.10352e-05
504,-3.05176e-05
505,0.0
506,-3.05176e-05
507,3.05176e-05
508,0.000183105
509,6.10352e-05
510,6.10352e-05
511,-3.05176e-05
512,0.0
513,6.10352e-05
514,9.15527e-05
515,3.05176e-05
516,6.10352e-05
517,3.05176e-05
518,6.10352e-05
519,6.10352e-05
520,-3.05176e-05
521,0.0
522,3.05176e-05
523,0.00012207
524,6.10352e-05
525,3.05176e-05
526,0.0
527,0.0
528,6.10352e-05
529,3.05176e-05
530,3.05176e-05
531,-3.05176e-05
532,-6.10352e-05
533,-3.05176e-05
534,9.15527e-05
535,0.0
536,-3.05176e-05
537,-9.15527e-05
538,-9.15527e-05
539,-3.05176e-05
540,-3.05176e-05
541,-3.05176e-05
542,0.0
543,3.05176e-05
544,3.05176e-05
545,-6.10352e-05
546,-0.00012207
547,-9.15527e-05
548,-3.05176e-05
549,9.15527e-05
550,0.00012207
551,-3.05176e-05
552,-9.15527e-05
553,-9.15527e-05
554,-6.10352e-05
555,3.05176e-05
556,6.10352e-05
557,6.10352e-05
558,0.0
559,0.0
560,0.0
561,-3.05176e-05
562,-3.05176e-05
563,-3.05176e-05
564,9.15527e-05
565,9.15527e-05
566,9.15527e-05
567,0.0
568,-9.15527e-05
569,-9.15527e-05
570,3.05176e-05
571,9.15527e-05
572,9.15527e-05
573,6.10352e-05
574,0.0
575,0.0
576,3.05176e-05
577,3.05176e-05
578,3.05176e-05
579,6.10352e-05
580,9.15527e-05
581,9.15527e-05
582,9.15527e-05
583,-3.05176e-05
584,0.0
585,-3.05176e-05
586,3.05176e-05
587,9.15527e-05
588,6.10352e-05
589,6.10352e-05
590,3.05176e-05
591,0.0
592,3.05176e-05
593,0.0
594,0.0
595,3.05176e-05
596,3.05176e-05
597,6.10352e-05
598,-3.05176e-05
599,-6.10352e-05
600,-6.10352e-05
601,-3.05176e-05
602,0.0
603,3.05176e-05
604,0.0
605,-3.05176e-05
606,-3.05176e-05
607,0.0
608,0.0
609,-3.05176e-05
610,-3.05176e-05
611,3.05176e-05
612,6.10352e-05
613,6.10352e-05
614,0.0
615,-3.05176e-05
616,-6.10352e-05
617,-6.10352e-05
618,3.05176e-05
619,3.05176e-05
620,-3.05176e-05
621,0.0
622,0.0
623,0.0
624,-3.05176e-05
625,-6.10352e-05
626,-0.00012207
627,-3.05176e-05
628,3.05176e-05
629,6.10352e-05
630,0.0
631,-0.00012207
632,-6.10352e-05
633,0.0
634,0.0
635,3.05176e-05
636,-3.05176e-05
637,0.0
638,3.05176e-05
639,3.05176e-05
640,0.0
641,0.0
642,0.0
643,0.0
644,0.000152588
645,0.00012207
646,3.05176e-05
647,-3.05176e-05
648,0.0
649,3.05176e-05
650,6.10352e-05
651,6.10352e-05
652,3.05176e-05
653,6.10352e-05
654,3.05176e-05
655,3.05176e-05
656,-3.05176e-05
657,-3.05176e-05
658,-3.05176e-05
659,6.10352e-05
660,9.15527e-05
661,6.10352e-05
662,0.0
663,-6.10352e-05
664,0.0
665,0.0
666,9.15527e-05
667,3.05176e-05
668,3.05176e-05
669,3.05176e-05
670,3.05176e-05
671,-3.05176e-05
672,-6.10352e-05
673,-9.15527e-05
674,-3.05176e-05
675,6.10352e-05
676,9.15527e-05
677,0.0
678,-6.10352e-05
679,-0.00012207
680,-6.10352e-05
681,3.05176e-05
682,0.0
683,-6.10352e-05
684,-6.10352e-05
685,-3.05176e-05
686,0.0
687,-3.05176e-05
688,-9.15527e-05
689,-6.10352e-05
690,0.0
691,3.05176e-05
692,3.05176e-05
693,-6.10352e-05
694,-0.00012207
695,-6.10352e-05
696,0.0
697,6.10352e-05
698,3.05176e-05
699,-3.05176e-05
700,0.0
701,0.0
702,-3.05176e-05
703,0.0
704,-6.10352e-05
705,0.0
706,9.15527e-05
707,9.15527e-05
708,3.05176e-05
709,0.0
710,-6.10352e-05
711,-3.05176e-05
712,0.0
713,6.10352e-05
714,6.10352e-05
715,6.10352e-05
716,6.10352e-05
717,6.10352e-05
718,0.0
719,0.0
720,0.0
721,0.0
722,9.15527e-05
723,9.15527e-05
724,6.10352e-05
725,0.0
726,-3.05176e-05
727,3.05176e-05
728,9.15527e-05
729,3.05176e-05
730,0.0
731,0.0
732,6.10352e-05
733,6.10352e-05
734,3.05176e-05
735,-6.10352e-05
736,-6.10352e-05
737,0.0
738,6.10352e-05
739,6.10352e-05
740,0.0
741,-6.10352e-05
742,-6.10352e-05
743,0.0
744,3.05176e-05
745,3.05176e-05
746,0.0
747,-3.05176e-05
748,3.05176e-05
749,0.0
750,-3.05176e-05
751,-6.10352e-05
752,-9.15527e-05
753,3.05176e-05
754,6.10352e-05
755,6.10352e-05
756,-3.05176e-05
757,-6.10352e-05
758,-9.15527e-05
759,-6.10352e-05
760,3.05176e-05
761,0.0
762,0.0
763,0.0
764,3.05176e-05
765,0.0
766,-3.05176e-05
767,-3.05176e-05
768,-3.05176e-05
769,0.0
770,6.10352e-05
771,3.05176e-05
772,0.0
773,-3.05176e-05
774,0.0
775,3.05176e-05
776,0.0
777,-3.05176e-05
778,0.0
779,3.05176e-05
780,9.15527e-05
781,3.05176e-05
782,0.0
783,-6.10352e-05
784,3.05176e-05
785,6.10352e-05
786,3.05176e-05
787,0.0
788,-3.05176e-05
789,-3.05176e-05
790,6.10352e-05
791,6.10352e-05
792,0.0
793,-3.05176e-05
794,-3.05176e-05
795,3.05176e-05
796,6.10352e-05
797,0.0
798,-6.10352e-05
799,-6.10352e-05
800,-3.05176e-05
801,6.10352e-05
802,3.05176e-05
803,-3.05176e-05
804,-3.05176e-05
805,-3.05176e-05
806,0.0
807,3.05176e-05
808,-3.05176e-05
809,-6.10352e-05
810,-3.05176e-05
811,0.0
812,6.10352e-05
813,0.0
814,-3.05176e-05
815,-6.10352e-05
816,0.0
817,0.0
818,0.0
819,-6.10352e-05
820,-6.10352e-05
821,-6.10352e-05
822,0.0
823,0.0
824,-6.10352e-05
825,-6.10352e-05
826,-6.10352e-05
827,-6.10352e-05
828,-6.10352e-05
829,-3.05176e-05
830,-6.10352e-05
831,-6.10352e-05
832,-6.10352e-05
833,-9.15527e-05
834,-0.000183105
835,-0.000335693
836,-0.000366211
837,-0.000335693
838,-0.000396729
839,-0.000640869
840,-0.00143433
841,-0.00164795
842,-0.00228882
843,0.00100708
844,0.00143433
845,-0.00231934
846,-0.00448608
847,-0.00424194
848,-0.00378418
849,-0.00344849
850,-0.00283813
851,-0.00241089
852,0.00302124
853,0.00524902
854,0.00634766
855,-9.15527e-05
856,-0.00457764
857,-0.00405884
858,-0.00506592
859,-0.00613403
860,-0.00552368
861,-0.00494385
862,-0.00524902
863,-0.00582886
864,-0.00631714
865,-0.00640869
866,-0.00640869
867,-0.00695801
868,-0.0078125
869,-0.00820923
870,-0.00802612
871,-0.00708008
872,-0.00534058
873,-0.00341797
874,-0.00201416
875,-0.00146484
876,-0.00146484
877,-0.00140381
878,-0.00106812
879,-0.0012207
880,-0.00115967
881,0.0
882,0.00128174
883,0.00234985
884,0.00366211
885,0.0045166
886,0.00460815
887,0.0045166
888,0.00466919
889,0.00473022
890,0.00457764
891,0.0045166
892,0.00491333
893,0.00543213
894,0.00582886
895,0.00646973
896,0.00720215
897,0.00735474
898,0.00646973
899,0.00494385
900,0.00332642
901,0.00289917
902,0.00177002
903,0.00125122
904,0.00115967
905,0.00137329
906,0.00189209
907,0.00234985
908,0.00265503
909,0.00268555
910,0.00247192
911,0.00201416
912,0.00140381
913,0.00131226
914,0.00109863
915,0.00112915
916,0.0012207
917,0.00143433
918,0.00177002
919,0.00198364
920,0.00195312
921,0.00167847
922,0.00119019
923,0.000518799
924,0.0
925,-9.15527e-05
926,-0.000244141
927,-0.000366211
928,-0.000183105
929,0.000183105
930,0.000488281
931,0.000732422
932,0.000854492
933,0.000915527
934,0.000732422
935,0.000518799
936,0.000335693
937,0.000335693
938,0.000366211
939,0.000396729
940,0.000579834
941,0.000701904
942,0.000762939
943,0.000762939
944,0.000732422
945,0.000701904
946,0.000640869
947,0.000610352
948,0.000488281
949,0.000457764
950,0.000152588
951,0.000274658
952,0.000366211
953,0.000488281
954,0.000823975
955,0.00109863
956,0.000976562
957,0.000946045
958,0.000732422
959,0.000549316
960,0.000518799
961,0.000610352
962,0.00088501
963,0.000976562
964,0.000823975
965,0.000610352
966,0.000427246
967,0.000244141
968,0.000213623
969,0.000152588
970,0.00012207
971,3.05176e-05
972,-0.000152588
973,-0.000183105
974,-0.00012207
975,-9.15527e-05
976,-0.000183105
977,-0.000183105
978,-0.00012207
979,-0.000152588
980,-0.000244141
981,-0.000335693
982,-0.000366211
983,-0.000427246
984,-0.000457764
985,-0.000366211
986,-0.000244141
987,-9.15527e-05
988,6.10352e-05
989,0.000244141
990,0.000183105
991,6.10352e-05
992,0.0
993,-0.00012207
994,-6.10352e-05
995,0.00012207
996,0.000274658
997,0.000213623
998,0.000274658
999,0.000244141
1000,0.000305176
1001,0.000396729
1002,0.000366211
1003,0.000579834
1004,0.000762939
1005,0.000701904
1006,0.000701904
1007,0.000640869
1008,0.000396729
1009,0.000274658
1010,0.00012207
1011,6.10352e-05
1012,3.05176e-05
1013,0.000152588
1014,0.000244141
1015,0.000244141
1016,9.15527e-05
1017,-3.05176e-05
1018,-9.15527e-05
1019,-9.15527e-05
1020,-0.000183105
1021,-0.000305176
1022,-0.000274658
1023,-0.000274658
1024,-0.000183105
1025,-0.000183105
1026,-0.000274658
1027,-0.000366211
1028,-0.000488281
1029,-0.000610352
1030,-0.000610352
1031,-0.000549316
1032,-0.000457764
1033,-0.000518799
1034,-0.000427246
1035,-0.000335693
1036,-0.000274658
1037,-0.000305176
1038,-0.000213623
1039,-0.000183105
1040,-0.00012207
1041,0.0
1042,3.05176e-05
1043,9.15527e-05
1044,0.000183105
1045,0.000183105
1046,0.000274658
1047,0.000396729
1048,0.000518799
1049,0.000518799
1050,0.000457764
1051,0.000457764
1052,0.000396729
1053,0.000305176
1054,0.000335693
1055,0.000274658
1056,0.000305176
1057,0.000213623
1058,9.15527e-05
1059,6.10352e-05
1060,0.000152588
1061,0.000183105
1062,0.000274658
1063,0.000335693
1064,0.000274658
1065,0.000244141
1066,0.000152588
1067,-6.10352e-05
1068,-0.000213623
1069,-0.000213623
1070,-0.000244141
1071,-0.000274658
1072,-0.000305176
1073,-0.000244141
1074,-0.000335693
1075,-0.000244141
1076,-0.000183105
1077,-0.000183105
1078,-0.000183105
1079,-0.000274658
1080,-0.000305176
1081,-0.000305176
1082,-0.000335693
1083,-0.000305176
1084,-0.000244141
1085,-0.000213623
1086,-0.00012207
1087,-3.05176e-05
1088,6.10352e-05
1089,3.05176e-05
1090,3.05176e-05
1091,6.10352e-05
1092,6.10352e-05
1093,9.15527e-05
1094,9.15527e-05
1095,0.000152588
1096,0.0
1097,6.10352e-05
1098,6.10352e-05
1099,6.10352e-05
1100,6.10352e-05
1101,0.00012207
1102,9.15527e-05
1103,6.10352e-05
1104,0.0
1105,3.05176e-05
1106,0.0
1107,3.05176e-05
1108,0.000183105
1109,0.000335693
1110,0.000244141
1111,0.00012207
1112,0.0
1113,-0.000152588
1114,-0.000244141
1115,-0.000274658
1116,-0.000244141
1117,-0.000244141
1118,-0.000366211
1119,-0.000488281
1120,-0.000335693
1121,-0.00012207
1122,0.0
1123,6.10352e-05
1124,0.00012207
1125,0.0
1126,-0.000213623
1127,-0.000244141
1128,-0.000183105
1129,-0.000183105
1130,-0.00012207
1131,0.0
1132,9.15527e-05
1133,-6.10352e-05
1134,-6.10352e-05
1135,3.05176e-05
1136,0.00012207
1137,0.000213623
1138,0.000305176
1139,0.000396729
1140,0.000427246
1141,0.000366211
1142,0.000366211
1143,0.000274658
1144,0.000274658
1145,0.000244141
1146,0.00012207
1147,0.00012207
1148,0.000274658
1149,0.000305176
1150,0.000213623
1151,0.000244141
1152,0.000152588
1153,0.00012207
1154,0.00012207
1155,0.00012207
1156,0.000152588
1157,0.00012207
1158,0.0
1159,-6.10352e-05
1160,-6.10352e-05
1161,-6.10352e-05
1162,-0.000152588
1163,-0.000274658
1164,-0.000396729
1165,-0.000457764
1166,-0.000457764
1167,-0.000366211
1168,-0.000244141
1169,-0.00012207
1170,6.10352e-05
1171,9.15527e-05
1172,0.0
1173,-0.000152588
1174,-0.000305176
1175,-0.000396729
1176,-0.000518799
1177,-0.000488281
1178,-0.000457764
1179,-0.000488281
1180,-0.000549316
1181,-0.000366211
1182,-0.000152588
1183,3.05176e-05
1184,6.10352e-05
1185,0.000244141
1186,0.000427246
1187,0.000335693
1188,9.15527e-05
1189,6.10352e-05
1190,3.05176e-05
1191,-0.000152588
1192,-0.000213623
1193,-0.000152588
1194,-9.15527e-05
1195,-0.00012207
1196,-0.00012207
1197,-6.10352e-05
1198,6.10352e-05
1199,9.15527e-05
1200,0.00012207
1201,0.00012207
1202,0.00012207
1203,-3.05176e-05
1204,-0.00012207
1205,-0.000152588
1206,-0.000213623
1207,-0.000183105
1208,-6.10352e-05
1209,-6.10352e-05
1210,-0.000152588
1211,-0.000183105
1212,-0.000213623
1213,-0.000305176
1214,-0.000335693
1215,-0.000274658
1216,-0.000244141
1217,-0.000213623
1218,-0.000152588
1219,-9.15527e-05
1220,-0.00012207
1221,-0.000244141
1222,-0.000244141
1223,-0.000274658
1224,-0.000305176
1225,-0.000396729
1226,-0.000366211
1227,-0.000274658
1228,-0.000152588
1229,3.05176e-05
1230,0.000152588
1231,0.000244141
1232,0.000335693
1233,0.000213623
1234,0.000152588
1235,3.05176e-05
1236,-0.000152588
1237,-0.000274658
1238,-0.000183105
1239,-0.000183105
1240,-0.000183105
1241,-0.000213623
1242,-9.15527e-05
1243,-3.05176e-05
1244,3.05176e-05
1245,0.000183105
1246,0.000366211
1247,0.000305176
1248,0.000183105
1249,9.15527e-05
1250,9.15527e-05
1251,3.05176e-05
1252,-6.10352e-05
1253,-0.00012207
1254,-3.05176e-05
1255,-0.000152588
1256,-0.000152588
1257,-0.000213623
1258,-0.00012207
1259,-0.000152588
1260,-0.000152588
1261,-9.15527e-05
1262,-0.00012207
1263,-0.000152588
1264,0.0
1265,3.05176e-05
1266,0.0
1267,0.0
1268,0.0
1269,3.05176e-05
1270,0.0
1271,-3.05176e-05
1272,-6.10352e-05
1273,-6.10352e-05
1274,-9.15527e-05
1275,-3.05176e-05
1276,-3.05176e-05
1277,0.0
1278,-6.10352e-05
1279,-6.10352e-05
1280,-9.15527e-05
1281,-6.10352e-05
1282,-6.10352e-05
1283,-9.15527e-05
1284,-0.00012207
1285,-9.15527e-05
1286,-6.10352e-05
1287,-3.05176e-05
1288,0.000152588
1289,0.000335693
1290,0.000305176
1291,0.000152588
1292,6.10352e-05
1293,-0.00012207
1294,-0.000335693
1295,-0.000457764
1296,-0.000366211
1297,-0.000244141
1298,-0.000335693
1299,-0.000366211
1300,-0.000244141
1301,0.0
1302,0.000183105
1303,0.000244141
1304,0.00012207
1305,-0.000183105
1306,-0.000427246
1307,-0.000701904
1308,-0.000640869
1309,-0.000549316
1310,-0.000305176
1311,-3.05176e-05
1312,0.00012207
1313,0.00012207
1314,-3.05176e-05
1315,-0.000152588
1316,-0.000305176
1317,-0.000335693
1318,-0.000244141
1319,-0.000152588
1320,0.0
1321,3.05176e-05
1322,0.00012207
1323,0.000183105
1324,0.00012207
1325,-6.10352e-05
1326,-0.000274658
1327,-0.000366211
1328,-0.000366211
1329,-0.000305176
1330,-0.000244141
1331,-3.05176e-05
1332,-3.05176e-05
1333,0.0
1334,0.00012207
1335,0.000274658
1336,0.000396729
1337,0.000427246
1338,0.000274658
1339,0.00012207
1340,6.10352e-05
1341,6.10352e-05
1342,0.000183105
1343,0.000396729
1344,0.000640869
1345,0.000610352
1346,0.000427246
1347,0.000305176
1348,0.000152588
1349,6.10352e-05
1350,6.10352e-05
1351,6.10352e-05
1352,0.000152588
1353,0.000183105
1354,0.000183105
1355,0.000152588
1356,3.05176e-05
1357,6.10352e-05
1358,0.000152588
1359,0.000213623
1360,0.000244141
1361,6.10352e-05
1362,-0.000152588
1363,-0.000305176
1364,-0.000427246
1365,-0.000427246
1366,-0.000244141
1367,-0.00012207
1368,-3.05176e-05
1369,6.10352e-05
1370,3.05176e-05
1371,3.05176e-05
1372,-3.05176e-05
1373,-9.15527e-05
1374,-9.15527e-05
1375,-6.10352e-05
1376,6.10352e-05
1377,6.10352e-05
1378,3.05176e-05
1379,9.15527e-05
1380,9.15527e-05
1381,6.10352e-05
1382,-3.05176e-05
1383,-6.10352e-05
1384,-6.10352e-05
1385,-0.00012207
1386,-3.05176e-05
1387,3.05176e-05
1388,0.0
1389,-6.10352e-05
1390,-6.10352e-05
1391,-0.00012207
1392,-0.000183105
1393,-0.000244141
1394,-0.000305176
1395,-0.000213623
1396,-0.00012207
1397,-9.15527e-05
1398,6.10352e-05
1399,0.000152588
1400,0.000152588
1401,6.10352e-05
1402,0.0
1403,-0.000152588
1404,-0.000305176
1405,-0.000335693
1406,-0.000305176
1407,-0.000335693
1408,-0.000244141
1409,-0.000213623
1410,-3.05176e-05
1411,6.10352e-05
1412,0.000305176
1413,0.000366211
1414,0.000274658
1415,0.000213623
1416,0.000183105
1417,0.00012207
1418,0.0
1419,-6.10352e-05
1420,-3.05176e-05
1421,0.00012207
1422,0.000183105
1423,0.000274658
1424,0.000335693
1425,0.000213623
1426,0.000152588
1427,3.05176e-05
1428,-3.05176e-05
1429,-3.05176e-05
1430,0.0
1431,6.10352e-05
1432,0.0
1433,6.10352e-05
1434,3.05176e-05
1435,-3.05176e-05
1436,0.0
1437,3.05176e-05
1438,6.10352e-05
1439,3.05176e-05
1440,0.0
1441,-3.05176e-05
1442,-3.05176e-05
1443,-9.15527e-05
1444,-9.15527e-05
1445,-3.05176e-05
1446,-9.15527e-05
1447,-0.00012207
1448,-0.000183105
1449,-0.000213623
1450,-0.00012207
1451,-6.10352e-05
1452,0.000183105
1453,0.000274658
1454,0.000244141
1455,0.00012207
1456,6.10352e-05
1457,6.10352e-05
1458,6.10352e-05
1459,9.15527e-05
1460,9.15527e-05
1461,-3.05176e-05
1462,-9.15527e-05
1463,-6.10352e-05
1464,0.0
1465,0.0
1466,0.000244141
1467,0.000427246
1468,0.000427246
1469,0.000305176
1470,0.000183105
1471,0.0
1472,-3.05176e-05
1473,-3.05176e-05
1474,9.15527e-05
